word1: 140
word10: 24
word100: 4
word10004: 1
word1002: 2
word10038: 1
word1004: 1
word10048: 1
word10049: 1
word1005: 1
word10053: 1
word10061: 1
word1009: 1
word10096: 1
word101: 5
word1010: 1
word10103: 1
word10104: 1
word1013: 1
word10132: 1
word10133: 1
word10144: 1
word1015: 1
word10157: 1
word10158: 1
word10159: 1
word1016: 1
word10167: 1
word10169: 1
word10172: 1
word1018: 1
word10195: 1
word10196: 1
word102: 2
word10218: 1
word1023: 1
word1024: 2
word10248: 1
word10253: 1
word10261: 1
word1027: 1
word10276: 1
word10279: 1
word1028: 1
word10287: 1
word1029: 1
word10296: 1
word103: 4
word1030: 1
word1031: 1
word10311: 1
word1032: 2
word10343: 1
word10373: 1
word10379: 1
word10382: 1
word10383: 1
word10385: 1
word1039: 2
word104: 2
word1041: 1
word10412: 1
word1042: 1
word10422: 1
word10423: 1
word1043: 1
word10434: 1
word10435: 1
word10442: 1
word10443: 3
word1045: 2
word10472: 1
word10475: 1
word10476: 1
word10479: 1
word105: 2
word1050: 1
word10516: 1
word1053: 1
word1054: 3
word1055: 1
word10551: 1
word1056: 1
word1059: 1
word10596: 1
word106: 5
word1060: 1
word10627: 1
word1063: 1
word10639: 1
word10685: 1
word107: 5
word10701: 1
word1071: 2
word1074: 1
word10742: 1
word10760: 1
word10769: 1
word10772: 3
word10778: 1
word10780: 1
word108: 2
word1082: 1
word1084: 1
word10843: 1
word1085: 1
word10866: 1
word10867: 1
word10873: 1
word10881: 1
word10887: 1
word1089: 2
word10891: 1
word10896: 1
word109: 5
word1091: 1
word10913: 1
word1093: 1
word10937: 1
word1094: 1
word10960: 1
word1098: 2
word1099: 2
word11: 21
word110: 3
word11006: 1
word1101: 1
word1103: 2
word11033: 1
word1105: 1
word11074: 1
word1109: 2
word111: 2
word1110: 2
word1112: 2
word11120: 1
word11134: 1
word11154: 2
word11164: 1
word11188: 1
word1119: 1
word11199: 1
word112: 1
word1120: 1
word11228: 1
word11236: 2
word1124: 1
word1127: 3
word1128: 1
word113: 5
word1130: 1
word1131: 1
word1132: 1
word11323: 1
word11326: 1
word1134: 2
word11340: 1
word1135: 2
word11360: 1
word11368: 1
word11378: 1
word11381: 1
word1139: 1
word11393: 1
word114: 3
word1140: 2
word11407: 1
word11409: 1
word1141: 1
word11415: 1
word11417: 1
word11418: 1
word11429: 1
word11445: 1
word11446: 1
word11453: 1
word11458: 1
word1146: 1
word1147: 2
word1148: 1
word115: 4
word11514: 1
word11515: 1
word1152: 1
word11527: 1
word11528: 1
word1154: 2
word11542: 1
word11554: 1
word11559: 2
word11561: 1
word11564: 1
word11569: 1
word1157: 1
word11576: 1
word11579: 1
word116: 3
word1160: 2
word11600: 1
word11609: 2
word11613: 1
word1162: 2
word11633: 1
word11643: 1
word1165: 2
word11650: 1
word1167: 2
word11673: 1
word11675: 1
word11676: 1
word1168: 1
word11680: 1
word11682: 1
word11687: 1
word117: 3
word11704: 1
word1171: 1
word11710: 1
word1173: 1
word11737: 1
word1175: 1
word11757: 1
word1177: 1
word11770: 1
word11773: 1
word11786: 1
word118: 4
word11800: 1
word1182: 1
word11826: 1
word11837: 1
word1185: 2
word1186: 1
word11869: 1
